qa_id,route,category,attribute,intent_full,split,sentiment,question,answer,product,q_len,a_len,provenance,label_source
200015,ORDER_PLACE,구매,일반,구매_제품_요청,eval,m,상하의 세트 상품인데 상의만 구매 가능한 경우도 있나요?,"네, 확인 후 도와드리겠습니다.",,31,17,합성,저작 시 라우트 지정
200117,SHIPPING,배송,일반,배송_비용_질문,eval,m,출고 마감 시간이 몇 시까지로 정해져 있나요?,주문 건을 조회한 뒤 알려드리겠습니다.,,25,21,합성,저작 시 라우트 지정
200022,ORDER_PLACE,구매,일반,구매_제품_요청,eval,m,검정색으로 두 개 담아주시면 됩니다.,확인해 보고 바로 안내드릴게요.,,20,17,합성,저작 시 라우트 지정
200006,ORDER_PLACE,구매,일반,구매_수량_요청,eval,m,장바구니에 따로 담아둔 것들을 한 번에 결제해도 되나요?,"네, 확인 후 도와드리겠습니다.",,31,17,합성,저작 시 라우트 지정
200146,RETURN_REFUND,교환|반품|환불,일반,교환|반품|환불_시간_질문,eval,m,영수증을 버렸는데 반품 접수에 문제가 되지는 않을까요?,접수 건을 확인해 진행 상황을 알려드릴게요.,,30,24,합성,저작 시 라우트 지정
200049,PRODUCT_INFO,제품,제품,제품_사이즈_질문,fewshot,m,목걸이 구매하면 품질보증서도 같이 동봉되나요?,상품 정보를 확인해 안내드리겠습니다.,목걸이,25,20,합성,저작 시 라우트 지정
200080,PRODUCT_INFO,제품,일반,제품_사이즈_질문,eval,m,무지티 중에서 가장 많이 나가는 색상이 무엇인가요?,확인 후 정확한 정보로 답변드리겠습니다.,,28,22,합성,저작 시 라우트 지정
200176,OTHER,포장,일반,포장_방법_질문,outscope,m,메시지 카드를 같이 넣어주실 수 있나요?,해당 문의는 저희가 도와드리기 어려운 부분입니다.,,22,26,합성,저작 시 범위 밖으로 지정
200031,ORDER_PLACE,구매,일반,구매_제품_질문,fewshot,m,사이즈만 100으로 바꿔서 다시 해주세요.,해당 옵션으로 접수 도와드리겠습니다.,,23,20,합성,저작 시 라우트 지정
200057,PRODUCT_INFO,제품,제품,제품_구성_질문,eval,m,티셔츠를 세탁기에 돌리면 많이 줄어드는 소재인가요?,확인 후 정확한 정보로 답변드리겠습니다.,티셔츠,28,22,합성,저작 시 라우트 지정
200136,RETURN_REFUND,교환|반품|환불,일반,교환|반품|환불_일반_질문,eval,m,반품 신청은 어느 메뉴에서 넣는 것인지 알려주시겠어요?,정책에 따라 확인 후 안내드리겠습니다.,,30,21,합성,저작 시 라우트 지정
200187,OTHER,웹사이트,일반,웹사이트_오류_문의,outscope,m,회원 탈퇴는 어디에서 하는 건가요?,해당 문의는 저희가 도와드리기 어려운 부분입니다.,,19,26,합성,저작 시 범위 밖으로 지정
200062,PRODUCT_INFO,제품,일반,제품_사이즈_질문,eval,m,지금 품절인데 재고가 다시 들어오기는 하나요?,상품 정보를 확인해 안내드리겠습니다.,,25,20,합성,저작 시 라우트 지정
200074,PRODUCT_INFO,제품,일반,제품_구성_질문,eval,m,상하의가 다 포함된 구성이 맞는지 확인하고 싶습니다.,상품별로 달라 조회 후 안내드리겠습니다.,,29,22,합성,저작 시 라우트 지정
200101,SHIPPING,배송,일반,배송_비용_질문,fewshot,m,섬 지역으로도 배송이 되는지 궁금합니다.,배송 관련 내용 확인해 안내드리겠습니다.,,22,22,합성,저작 시 라우트 지정
200023,ORDER_PLACE,구매,일반,구매_제품_질문,eval,m,요거 하나 계산해주시겠어요?,주문 도와드리겠습니다. 잠시만 기다려 주세요.,,15,25,합성,저작 시 라우트 지정
200149,RETURN_REFUND,교환|반품|환불,일반,교환|반품|환불_비용_질문,eval,m,환불은 결제했던 수단으로만 받을 수 있는 것이 맞나요?,접수 건을 확인해 진행 상황을 알려드릴게요.,,30,24,합성,저작 시 라우트 지정
200186,OTHER,웹사이트,일반,웹사이트_오류_문의,outscope,n,비밀번호를 잊어버렸는데 재설정이 안 됩니다.,해당 문의는 저희가 도와드리기 어려운 부분입니다.,,24,26,합성,저작 시 범위 밖으로 지정
200029,ORDER_PLACE,구매,일반,구매_제품_요청,eval,m,브라를 75B로 하면 팬티는 맞는 걸로 같이 넣어주세요.,주문 도와드리겠습니다. 잠시만 기다려 주세요.,,31,25,합성,저작 시 라우트 지정
200013,ORDER_PLACE,구매,일반,구매_제품_질문,fewshot,m,무통장으로 결제 하고 싶은데 계좌를 어디서 확인하나요?,해당 옵션으로 접수 도와드리겠습니다.,,30,20,합성,저작 시 라우트 지정
200111,SHIPPING,배송,일반,배송_일반_질문,eval,m,도서산간 지역이면 배송비가 얼마나 더 붙는 건가요?,확인하는 데 잠시만 시간을 주세요.,,28,19,합성,저작 시 라우트 지정
200131,RETURN_REFUND,교환|반품|환불,일반,교환|반품|환불_일반_질문,fewshot,m,포장을 개봉한 상태인데도 반품이 가능한 상품인가요?,접수 건을 확인해 진행 상황을 알려드릴게요.,,28,24,합성,저작 시 라우트 지정
200185,OTHER,웹사이트,일반,웹사이트_오류_문의,outscope,n,앱에서 이미지가 안 보이는 건 왜 그런가요?,해당 문의는 저희가 도와드리기 어려운 부분입니다.,,24,26,합성,저작 시 범위 밖으로 지정
200043,PRODUCT_INFO,제품,제품,제품_재고_질문,eval,m,가방이 천연 가죽이 맞는지 확인할 수 있을까요?,상품별로 달라 조회 후 안내드리겠습니다.,가방,26,22,합성,저작 시 라우트 지정
200177,OTHER,포장,일반,포장_방법_질문,outscope,n,포장이 찌그러진 채로 왔는데 어디에 말해야 하나요?,해당 문의는 저희가 도와드리기 어려운 부분입니다.,,28,26,합성,저작 시 범위 밖으로 지정
200100,SHIPPING,배송,일반,배송_시간_질문,eval,n,발송 완료 문자를 받은 지 사흘이 지났는데 물건이 오지 않습니다.,확인하는 데 잠시만 시간을 주세요.,,36,19,합성,저작 시 라우트 지정
200173,OTHER,포장,일반,포장_방법_질문,outscope,m,선물 포장을 따로 요청할 수 있나요?,해당 문의는 저희가 도와드리기 어려운 부분입니다.,,20,26,합성,저작 시 범위 밖으로 지정
200162,OTHER,매장,일반,매장_위치_질문,outscope,m,직접 가서 입어보고 살 수 있는 곳이 있나요?,해당 문의는 저희가 도와드리기 어려운 부분입니다.,,25,26,합성,저작 시 범위 밖으로 지정
200075,PRODUCT_INFO,제품,제품,제품_재고_질문,eval,m,양말 발목 길이가 어느 정도로 올라오는 제품인가요?,해당 내용은 상세페이지 기준으로 확인해 드릴게요.,양말,28,27,합성,저작 시 라우트 지정
200002,ORDER_PLACE,구매,제품,구매_제품_요청,eval,m,커플링으로 나온 것 같은데 남성용만 따로 구매할 수 있는지 알려주세요.,주문 도와드리겠습니다. 잠시만 기다려 주세요.,커플링,39,25,합성,저작 시 라우트 지정
200191,OTHER,예약,일반,예약_가능_질문,outscope,m,예약 구매는 언제부터 가능한가요?,해당 문의는 저희가 도와드리기 어려운 부분입니다.,,18,26,합성,저작 시 범위 밖으로 지정
200091,SHIPPING,배송,일반,배송_일반_질문,eval,m,어제와 오늘 따로 주문했는데 묶어서 한 번에 보내주실 수 있나요?,주문 건을 조회한 뒤 알려드리겠습니다.,,36,21,합성,저작 시 라우트 지정
200050,PRODUCT_INFO,제품,일반,제품_사이즈_질문,eval,m,3종 세트 구성에 크림도 포함되어 있는 건지 궁금해요.,상품 정보를 확인해 안내드리겠습니다.,,30,20,합성,저작 시 라우트 지정
200175,OTHER,포장,일반,포장_방법_질문,outscope,m,박스가 아니라 봉투로 받아볼 수 있을까요?,해당 문의는 저희가 도와드리기 어려운 부분입니다.,,23,26,합성,저작 시 범위 밖으로 지정
200099,SHIPPING,배송,일반,배송_일반_질문,eval,m,부재중이어서 못 받았는데 재배송은 어떻게 신청하나요?,배송 정책에 따라 안내드리겠습니다.,,29,19,합성,저작 시 라우트 지정
200178,OTHER,행사,일반,행사_일정_질문,outscope,m,다음 세일은 언제쯤 시작하나요?,해당 문의는 저희가 도와드리기 어려운 부분입니다.,,17,26,합성,저작 시 범위 밖으로 지정
200107,SHIPPING,배송,일반,배송_시간_질문,eval,m,연휴 기간에도 발송 업무가 정상적으로 진행되나요?,배송 관련 내용 확인해 안내드리겠습니다.,,27,22,합성,저작 시 라우트 지정
200058,PRODUCT_INFO,제품,일반,제품_품질_질문,fewshot,m,230 사이즈가 지금 재고로 남아 있는지 확인 부탁드려요.,상품 정보를 확인해 안내드리겠습니다.,,32,20,합성,저작 시 라우트 지정
200059,PRODUCT_INFO,제품,제품,제품_구성_질문,eval,m,패딩 충전재가 오리털인지 거위털인지 알고 싶습니다.,상품별로 달라 조회 후 안내드리겠습니다.,패딩,28,22,합성,저작 시 라우트 지정
200151,RETURN_REFUND,교환|반품|환불,일반,교환|반품|환불_시간_질문,eval,m,전체를 반품하면 왕복 배송비가 모두 청구되는 구조인가요?,접수 건을 확인해 진행 상황을 알려드릴게요.,,31,24,합성,저작 시 라우트 지정
200174,OTHER,포장,일반,포장_방법_질문,outscope,m,포장에 가격표가 붙어서 오나요?,해당 문의는 저희가 도와드리기 어려운 부분입니다.,,17,26,합성,저작 시 범위 밖으로 지정
200045,PRODUCT_INFO,제품,제품,제품_사이즈_질문,fewshot,m,이 니트는 보풀이 잘 생기는 편인가요?,상품별로 달라 조회 후 안내드리겠습니다.,니트,21,22,합성,저작 시 라우트 지정
200008,ORDER_PLACE,구매,제품,구매_수량_요청,eval,m,이 코트 라지 사이즈로 구매 하고 싶은데 어디서 하면 되나요?,주문 도와드리겠습니다. 잠시만 기다려 주세요.,코트,34,25,합성,저작 시 라우트 지정
200018,ORDER_PLACE,구매,일반,구매_제품_질문,eval,m,한 주문에 색상 두 가지를 섞어서 담는 게 되나요?,주문 도와드리겠습니다. 잠시만 기다려 주세요.,,28,25,합성,저작 시 라우트 지정
200039,ORDER_PLACE,구매,제품,구매_수량_요청,eval,m,이 후드는 그레이 엑스라지로 부탁드립니다.,"네, 확인 후 도와드리겠습니다.",후드,23,17,합성,저작 시 라우트 지정
200038,ORDER_PLACE,구매,일반,구매_제품_요청,fewshot,m,한 박스 통째로 가져가려면 어떻게 하면 되나요?,확인해 보고 바로 안내드릴게요.,,26,17,합성,저작 시 라우트 지정
200078,PRODUCT_INFO,제품,일반,제품_사이즈_질문,fewshot,m,세탁기에 돌려도 되는 소재인지 표기를 못 찾겠습니다.,상품별로 달라 조회 후 안내드리겠습니다.,,29,22,합성,저작 시 라우트 지정
200120,SHIPPING,배송,제품,배송_비용_질문,fewshot,m,캔버스화 배송비까지 포함하면 최종 금액이 얼마인지 알려주세요.,배송 관련 내용 확인해 안내드리겠습니다.,캔버스화,34,22,합성,저작 시 라우트 지정
200155,RETURN_REFUND,교환|반품|환불,일반,교환|반품|환불_일반_질문,fewshot,m,환불 예정일이 언제로 잡혀 있는지 알 수 있을까요?,반품·교환 절차를 안내드리겠습니다.,,28,19,합성,저작 시 라우트 지정
200026,ORDER_PLACE,구매,제품,구매_제품_요청,eval,m,이 신발은 250으로 부탁드릴게요.,주문 도와드리겠습니다. 잠시만 기다려 주세요.,신발,19,25,합성,저작 시 라우트 지정
200135,RETURN_REFUND,교환|반품|환불,일반,교환|반품|환불_비용_질문,eval,m,상품에 하자가 있는 것 같은데 무료 반품 대상에 해당하나요?,접수 건을 확인해 진행 상황을 알려드릴게요.,,33,24,합성,저작 시 라우트 지정
200166,OTHER,매장,일반,매장_위치_질문,outscope,m,주차 공간이 따로 마련되어 있나요?,해당 문의는 저희가 도와드리기 어려운 부분입니다.,,19,26,합성,저작 시 범위 밖으로 지정
200118,SHIPPING,배송,일반,배송_시간_질문,eval,m,배송 중으로 표시되는데 현재 위치가 확인되지 않습니다.,배송 정책에 따라 안내드리겠습니다.,,30,19,합성,저작 시 라우트 지정
200007,ORDER_PLACE,구매,일반,구매_제품_요청,eval,m,어제 넣은 주문의 수량을 세 개로 바꿔서 다시 결제하고 싶습니다.,주문 도와드리겠습니다. 잠시만 기다려 주세요.,,36,25,합성,저작 시 라우트 지정
200165,OTHER,매장,일반,매장_위치_질문,outscope,m,매장에서 교환도 받아주시는지 알고 싶어요.,해당 문의는 저희가 도와드리기 어려운 부분입니다.,,23,26,합성,저작 시 범위 밖으로 지정
200132,RETURN_REFUND,교환|반품|환불,일반,교환|반품|환불_시간_질문,eval,m,교환으로 접수했는데 환불로 변경하는 것도 가능할까요?,접수 건을 확인해 진행 상황을 알려드릴게요.,,29,24,합성,저작 시 라우트 지정
200160,RETURN_REFUND,교환|반품|환불,일반,교환|반품|환불_비용_질문,fewshot,m,수거 예정일을 다른 날짜로 변경하는 것이 가능한가요?,정책에 따라 확인 후 안내드리겠습니다.,,29,21,합성,저작 시 라우트 지정
200128,RETURN_REFUND,교환|반품|환불,일반,교환|반품|환불_일반_질문,eval,n,주문한 색상과 전혀 다른 제품이 왔는데 어떻게 처리하나요?,불편을 드려 죄송합니다. 확인해 드리겠습니다.,,32,25,합성,저작 시 라우트 지정
200017,ORDER_PLACE,구매,제품,구매_제품_요청,fewshot,m,이 모자를 오늘 구매하면 언제쯤 받아볼 수 있나요?,해당 옵션으로 접수 도와드리겠습니다.,모자,28,20,합성,저작 시 라우트 지정
200097,SHIPPING,배송,일반,배송_비용_질문,fewshot,n,배송비를 결제했는데 한 번 더 청구된 것으로 보입니다.,주문 건을 조회한 뒤 알려드리겠습니다.,,30,21,합성,저작 시 라우트 지정
200001,ORDER_PLACE,구매,제품,구매_제품_요청,eval,m,이 니트 두 장 구매할게요.,해당 옵션으로 접수 도와드리겠습니다.,니트,15,20,합성,저작 시 라우트 지정
200092,SHIPPING,배송,일반,배송_시간_질문,eval,m,배송지 주소를 변경하고 싶은데 아직 가능한 단계인지 확인 부탁드립니다.,배송 정책에 따라 안내드리겠습니다.,,39,19,합성,저작 시 라우트 지정
200140,RETURN_REFUND,교환|반품|환불,일반,교환|반품|환불_비용_질문,eval,m,반품 보낼 때 지정된 택배사를 꼭 이용해야 하는 건가요?,반품·교환 절차를 안내드리겠습니다.,,31,19,합성,저작 시 라우트 지정
200125,RETURN_REFUND,교환|반품|환불,일반,교환|반품|환불_시간_질문,fewshot,n,받아보니 박음질이 터져 있는데 반품 접수가 가능한가요?,정책에 따라 확인 후 안내드리겠습니다.,,30,21,합성,저작 시 라우트 지정
200141,RETURN_REFUND,교환|반품|환불,일반,교환|반품|환불_일반_질문,eval,n,같은 내용으로 벌써 세 번째 문의드리는데 처리가 안 됩니다.,접수 건을 확인해 진행 상황을 알려드릴게요.,,33,24,합성,저작 시 라우트 지정
200055,PRODUCT_INFO,제품,제품,제품_재고_질문,eval,m,이 귀걸이는 알러지 없는 재질로 만들어졌나요?,상품별로 달라 조회 후 안내드리겠습니다.,귀걸이,25,22,합성,저작 시 라우트 지정
200161,OTHER,매장,일반,매장_위치_질문,outscope,m,가까운 매장이 어디에 있는지 알려주시겠어요?,해당 문의는 저희가 도와드리기 어려운 부분입니다.,,24,26,합성,저작 시 범위 밖으로 지정
200030,ORDER_PLACE,구매,제품,구매_제품_질문,eval,m,이 벨트는 블랙으로 해주시면 됩니다.,주문 도와드리겠습니다. 잠시만 기다려 주세요.,벨트,20,25,합성,저작 시 라우트 지정
200065,PRODUCT_INFO,제품,제품,제품_구성_질문,fewshot,m,스커트 안에 속바지가 달려 있는 제품인가요?,상품별로 달라 조회 후 안내드리겠습니다.,스커트,24,22,합성,저작 시 라우트 지정
